name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Dhofar 1692,56198,Valid,L6,1568.0,Found,2011.0,18.38863,54.5411,"(18.388630, 54.541100)"
Dar al Gani 521,6069,Valid,CV3,1567.0,Found,1997.0,27.311,16.234,"(27.311000, 16.234000)"
LaPaz Icefield 02209,12476,Valid,LL5,1563.1,Found,2002.0,-86.36667,-70.0,"(-86.366670, -70.000000)"
Dar al Gani 440,5988,Valid,L6,1561.0,Found,1998.0,27.48333,16.263,"(27.483330, 16.263000)"
Boulder Mine,52852,Valid,L5,1560.0,Found,2008.0,34.685,-114.323,"(34.685000, -114.323000)"
Selden,23484,Valid,LL5,1560.0,Found,1960.0,39.53333,-100.56667,"(39.533330, -100.566670)"
Yamato 791845,27194,Valid,H6,1559.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Dhofar 485,7246,Valid,Howardite,1558.0,Found,2001.0,19.10083,54.78361,"(19.100830, 54.783610)"
Bawku,4976,Valid,LL5,1557.0,Fell,1989.0,11.08333,-0.18333,"(11.083330, -0.183330)"
Dhofar 122,6907,Valid,L6,1556.0,Found,2000.0,18.9855,54.62467,"(18.985500, 54.624670)"
Dhofar 747,7493,Valid,L3,1555.0,Found,2000.0,18.79565,54.73953,"(18.795650, 54.739530)"
Dar al Gani 432,5980,Valid,H4,1555.0,Found,1998.0,27.4475,15.985,"(27.447500, 15.985000)"
Meteorite Hills 01004,16237,Valid,LL5,1554.3,Found,2001.0,-79.68333,159.75,"(-79.683330, 159.750000)"
Lonewolf Nunataks 94106,14690,Valid,L6,1554.0,Found,1994.0,-81.33333,152.83333,"(-81.333330, 152.833330)"
Rainbow,22374,Valid,CO3.2,1553.0,Found,1994.0,-35.90667,141.855,"(-35.906670, 141.855000)"
Worden,24337,Valid,L5,1551.0,Fell,1997.0,42.38467,-83.6115,"(42.384670, -83.611500)"
Tindouf,24005,Valid,H6,1550.0,Found,1997.0,27.75,-8.13333,"(27.750000, -8.133330)"
Brownfield (c),5153,Valid,OC,1550.0,Found,1974.0,33.135,-102.27833,"(33.135000, -102.278330)"
Kisvarsány,12325,Valid,L6,1550.0,Fell,1914.0,48.16667,22.30833,"(48.166670, 22.308330)"
Northwest Africa 1578,17337,Valid,L6,1549.0,Found,2001.0,31.6,-4.38333,"(31.600000, -4.383330)"
Haverö,11859,Valid,Ureilite,1544.0,Fell,1971.0,60.24556,22.06194,"(60.245560, 22.061940)"
Dhofar 1642,55398,Valid,H6,1540.0,Found,2009.0,18.92618,54.7253,"(18.926180, 54.725300)"
Kamyshla,12242,Valid,L6,1540.0,Found,1981.0,54.0,52.2,"(54.000000, 52.200000)"
Dhofar 1716,56340,Valid,H5,1540.0,Found,2010.0,18.91025,54.63185,"(18.910250, 54.631850)"
Acfer 065,74,Valid,H4-5,1539.0,Found,1989.0,27.5,4.28333,"(27.500000, 4.283330)"
Daraj 105,6564,Valid,H5,1539.0,Found,1986.0,29.63139,11.76194,"(29.631390, 11.761940)"
Queen Alexandra Range 94207,19849,Valid,L6,1537.4,Found,1994.0,-84.0,168.0,"(-84.000000, 168.000000)"
Cook 003,5423,Valid,CK4,1536.9,Found,1986.0,-30.31833,129.06333,"(-30.318330, 129.063330)"
Puerta de Arauco,18896,Valid,Iron,1533.0,Found,1904.0,-28.88333,-66.66667,"(-28.883330, -66.666670)"
Jiddat al Harasis 087,12146,Valid,H4-6,1532.7,Found,2002.0,19.58865,56.17588,"(19.588650, 56.175880)"
Queen Alexandra Range 86900,19002,Valid,Mesosiderite,1532.3,Found,1986.0,-84.60358,162.45587,"(-84.603580, 162.455870)"
Asab,2343,Valid,H5,1530.0,Found,1999.0,-25.43333,17.91667,"(-25.433330, 17.916670)"
McCracken,15460,Valid,H4/5,1530.0,Found,1980.0,38.525,-99.81,"(38.525000, -99.810000)"
Hammadah al Hamra 341,53619,Valid,LL5,1530.0,Found,2001.0,29.31083,11.6025,"(29.310830, 11.602500)"
Thiel Mountains 99017,23969,Valid,L4,1527.6,Found,2000.0,-85.16345,-94.85695,"(-85.163450, -94.856950)"
Sarir Qattusah 005,23184,Valid,L6,1527.0,Found,1999.0,26.8425,15.69183,"(26.842500, 15.691830)"
Yamato 82122,29316,Valid,H6,1521.8,Found,1982.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Dhofar 639,7396,Valid,L6,1521.0,Found,2001.0,19.20277,54.60048,"(19.202770, 54.600480)"
Canyonlands,5258,Valid,H6,1520.0,Found,1961.0,38.18333,-109.88333,"(38.183330, -109.883330)"
Lahmada 011,12424,Valid,H5,1520.0,Found,1998.0,27.23033,-9.7505,"(27.230330, -9.750500)"
Allan Hills 83108,603,Valid,CO3.5,1519.4,Found,1983.0,-77.04639,157.07722,"(-77.046390, 157.077220)"
Sayh al Uhaymir 039,23231,Valid,L6,1516.0,Found,2000.0,21.05694,57.27639,"(21.056940, 57.276390)"
Hammadah al Hamra 302,11785,Valid,L6,1514.0,Found,2000.0,28.53683,13.312,"(28.536830, 13.312000)"
Leikanger,12761,Valid,L6,1513.0,Found,1978.0,61.26667,6.85,"(61.266670, 6.850000)"
Dhofar 662,7419,Valid,H5,1511.0,Found,2001.0,19.09815,54.80662,"(19.098150, 54.806620)"
Dar al Gani 107,5657,Valid,H6,1510.0,Found,1996.0,27.1345,16.08933,"(27.134500, 16.089330)"
Allan Hills A76002,1309,Valid,"Iron, IAB-MG",1510.0,Found,1976.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Shişr 037,23572,Valid,L5,1508.6,Found,2002.0,18.54202,53.93747,"(18.542020, 53.937470)"
Burnwell,5175,Valid,H4-an,1504.0,Fell,1990.0,37.62194,-82.23722,"(37.621940, -82.237220)"
Dhofar 1580,52586,Valid,LL6,1503.0,Found,2004.0,18.56783,54.42683,"(18.567830, 54.426830)"
Iredell,12046,Valid,"Iron, IIAB",1500.0,Found,1898.0,31.96667,-97.86667,"(31.966670, -97.866670)"
Favars,10078,Valid,H5,1500.0,Fell,1844.0,44.38333,2.81667,"(44.383330, 2.816670)"
Cincinnati,5366,Valid,"Iron, IIAB",1500.0,Found,1870.0,39.11667,-84.5,"(39.116670, -84.500000)"
Breitscheid,5134,Valid,H5,1500.0,Fell,1956.0,50.66694,8.18361,"(50.666940, 8.183610)"
Vernon County,24168,Valid,H6,1500.0,Fell,1865.0,43.5,-91.16667,"(43.500000, -91.166670)"
Macau,15370,Valid,H5,1500.0,Fell,1836.0,-5.2,-36.66667,"(-5.200000, -36.666670)"
Serrania de Varas,23503,Valid,"Iron, IVA",1500.0,Found,1875.0,-24.55,-69.06667,"(-24.550000, -69.066670)"
Angra dos Reis (stone),2302,Valid,Angrite,1500.0,Fell,1869.0,-22.96667,-44.31667,"(-22.966670, -44.316670)"
Simbirsk (of P. Partsch),23602,Valid,OC,1500.0,Found,1838.0,54.3,48.4,"(54.300000, 48.400000)"
Bustee,5181,Valid,Aubrite,1500.0,Fell,1852.0,26.78333,82.83333,"(26.783330, 82.833330)"
Moti-ka-nagla,16759,Valid,H6,1500.0,Fell,1868.0,26.83333,77.33333,"(26.833330, 77.333330)"
Blackwater Draw,5067,Valid,H4,1500.0,Found,1979.0,34.20583,-103.22222,"(34.205830, -103.222220)"
Urasaki,24129,Valid,Stone-uncl,1500.0,Fell,1926.0,34.48333,133.28333,"(34.483330, 133.283330)"
Yarri,30356,Valid,"Iron, IIIAB",1500.0,Found,1908.0,-29.45,121.21667,"(-29.450000, 121.216670)"
Surprise Springs,23761,Valid,"Iron, IAB-sLL",1500.0,Found,1899.0,34.16667,-115.91667,"(34.166670, -115.916670)"
Nazareth (d),16931,Valid,H6,1500.0,Found,1968.0,34.58333,-102.08333,"(34.583330, -102.083330)"
Dhofar 935,7637,Valid,H5,1500.0,Found,2002.0,19.105,54.81167,"(19.105000, 54.811670)"
Richa,22598,Valid,"Iron, IID",1500.0,Found,1960.0,10.0,9.0,"(10.000000, 9.000000)"
Katagum,35465,Valid,L6,1500.0,Fell,1999.0,11.33333,10.08333,"(11.333330, 10.083330)"
Kharkov,12291,Valid,L6,1500.0,Fell,1787.0,50.625,35.075,"(50.625000, 35.075000)"
Kiffa,12303,Valid,H5,1500.0,Fell,1970.0,16.58333,-11.33333,"(16.583330, -11.333330)"
Tomhannock Creek,24022,Valid,H5,1500.0,Found,1863.0,42.88333,-73.6,"(42.883330, -73.600000)"
Esnandes,10051,Valid,L6,1500.0,Fell,1837.0,46.25,-1.1,"(46.250000, -1.100000)"
Dermbach,6665,Valid,"Iron, ungrouped",1500.0,Found,1924.0,50.71667,10.11667,"(50.716670, 10.116670)"
Khatiyah,12292,Valid,H5,1500.0,Found,2000.0,25.43333,50.78333,"(25.433330, 50.783330)"
Cuba,5479,Valid,"Iron, IAB?",1500.0,Found,1871.0,22.0,-80.0,"(22.000000, -80.000000)"
Stavropol,23717,Valid,L6,1500.0,Fell,1857.0,45.05,41.98333,"(45.050000, 41.983330)"
Elephant Moraine 87544,8094,Valid,LL4,1499.4,Found,1987.0,-76.18333,157.16667,"(-76.183330, 157.166670)"
Ramlat as Sahmah 113,45914,Valid,L6,1499.0,Found,2003.0,20.46543,55.86245,"(20.465430, 55.862450)"
Meadow (a),15465,Valid,H5,1495.0,Found,1975.0,33.33139,-102.26889,"(33.331390, -102.268890)"
Dhofar 135,6920,Valid,H4,1495.0,Found,2000.0,18.33233,54.2615,"(18.332330, 54.261500)"
Dhofar 673,7430,Valid,L6,1493.0,Found,2001.0,19.2063,54.6083,"(19.206300, 54.608300)"
Cave Creek,5299,Valid,H4,1492.0,Found,1992.0,31.7045,-110.77917,"(31.704500, -110.779170)"
Dar al Gani 612,6159,Valid,H5,1492.0,Found,1998.0,27.26917,16.364,"(27.269170, 16.364000)"
Kimba,12310,Valid,H4,1492.0,Found,1997.0,-33.21667,136.41667,"(-33.216670, 136.416670)"
Dhofar 043,6742,Valid,H5,1491.0,Found,1999.0,19.10533,54.81283,"(19.105330, 54.812830)"
Dar al Gani 058,5574,Valid,L5,1490.0,Found,1995.0,27.279,16.21733,"(27.279000, 16.217330)"
Dhofar 1520,52393,Valid,H4,1490.0,Found,2008.0,18.6845,54.53967,"(18.684500, 54.539670)"
Ramlat as Sahmah 284,51885,Valid,LL5,1489.6,Found,2009.0,20.51947,55.80097,"(20.519470, 55.800970)"
La Yesera 004,54649,Valid,L6,1489.0,Found,2003.0,-23.28861,-70.47469,"(-23.288610, -70.474690)"
Sayh al Uhaymir 524,52009,Valid,L6,1485.7,Found,2009.0,21.03712,57.2311,"(21.037120, 57.231100)"
Sayh al Uhaymir 552,56348,Valid,L6,1484.0,Found,2010.0,20.59627,57.15917,"(20.596270, 57.159170)"
Palo Blanco Creek,18080,Valid,Eucrite-mmict,1482.0,Found,1954.0,36.5,-104.5,"(36.500000, -104.500000)"
Tanezrouft 013,23814,Valid,L6,1480.0,Found,1991.0,25.47556,0.70833,"(25.475560, 0.708330)"
Jiddat al Harasis 357,51625,Valid,H~6,1479.5,Found,2003.0,19.36197,55.6125,"(19.361970, 55.612500)"
Zillah 001,31355,Valid,L6,1475.0,Found,1990.0,29.037,17.0185,"(29.037000, 17.018500)"
Yurtuk,30378,Valid,Howardite,1472.0,Fell,1936.0,47.31667,35.36667,"(47.316670, 35.366670)"
Ellemeet,10019,Valid,Diogenite,1470.0,Fell,1925.0,51.75,4.0,"(51.750000, 4.000000)"
Daraj 004,6543,Valid,H5,1470.0,Found,1986.0,29.865,11.69167,"(29.865000, 11.691670)"
Igdi,12002,Valid,Eucrite-mmict,1470.0,Found,2000.0,29.23333,-8.36667,"(29.233330, -8.366670)"
Dar al Gani 1059,56098,Valid,H6,1470.0,Found,2010.0,28.28767,15.49467,"(28.287670, 15.494670)"
Hammadah al Hamra 314,11797,Valid,LL6,1470.0,Found,2001.0,28.65467,13.45883,"(28.654670, 13.458830)"
Allan Hills A77216,1527,Valid,L3.7-3.9,1470.0,Found,1977.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Meteorite Hills 00444,15679,Valid,H6,1469.6,Found,2000.0,-79.68333,155.75,"(-79.683330, 155.750000)"
Dhofar 444,7219,Valid,L6,1469.0,Found,2001.0,18.90838,54.4797,"(18.908380, 54.479700)"
Dhofar 256,7039,Valid,H6,1465.4,Found,2001.0,18.74583,54.38433,"(18.745830, 54.384330)"
Acfer 024,34,Valid,H5,1464.0,Found,1989.0,27.55,3.93333,"(27.550000, 3.933330)"
Queen Alexandra Range 99015,21467,Valid,H5,1460.4,Found,1999.0,-84.0,168.0,"(-84.000000, 168.000000)"
Dhofar 1568,52434,Valid,H4,1460.0,Found,2009.0,18.88333,54.68383,"(18.883330, 54.683830)"
Miller Range 99302,16658,Valid,H4,1460.0,Found,1999.0,-83.25,157.0,"(-83.250000, 157.000000)"
Cranganore,5465,Valid,L6,1460.0,Fell,1917.0,10.2,76.26667,"(10.200000, 76.266670)"
Graves Nunataks 95205,10965,Valid,Ureilite,1459.8,Found,1995.0,-86.71667,-141.5,"(-86.716670, -141.500000)"
Lubbock,14722,Valid,L5,1457.8,Found,1938.0,33.6,-101.73333,"(33.600000, -101.733330)"
Jiddat al Harasis 423,48574,Valid,H4,1457.3,Found,2007.0,19.78328,56.41393,"(19.783280, 56.413930)"
LaPaz Icefield 02212,12479,Valid,LL5,1456.0,Found,2002.0,-86.36667,-70.0,"(-86.366670, -70.000000)"
Acfer 365,30432,Valid,L5,1456.0,Found,2002.0,27.60933,3.93567,"(27.609330, 3.935670)"
Acfer 366,32782,Valid,CH3,1456.0,Found,2002.0,26.60933,3.93567,"(26.609330, 3.935670)"
Dhofar 212,6996,Valid,H3.9,1456.0,Found,2000.0,18.86,54.83167,"(18.860000, 54.831670)"
Hallingeberg,11479,Valid,L3.4,1456.0,Fell,1944.0,57.81667,16.23333,"(57.816670, 16.233330)"
Sinai,23606,Valid,L6,1455.0,Fell,1916.0,30.9,32.48333,"(30.900000, 32.483330)"
Hammadah al Hamra 101,11584,Valid,L6,1455.0,Found,1995.0,28.662,13.29733,"(28.662000, 13.297330)"
Lahmada 015,12428,Valid,H6,1455.0,Found,1998.0,27.2335,-9.75767,"(27.233500, -9.757670)"
Claxton,5374,Valid,L6,1455.0,Fell,1984.0,32.1025,-81.87278,"(32.102500, -81.872780)"
Jiddat al Harasis 370,51637,Valid,L~6,1453.1,Found,2003.0,19.33183,55.81017,"(19.331830, 55.810170)"
MacAlpine Hills 88116,15280,Valid,H5,1453.0,Found,1988.0,-84.21667,160.5,"(-84.216670, 160.500000)"
Dhofar 286,7069,Valid,L6,1453.0,Found,2001.0,18.12667,54.115,"(18.126670, 54.115000)"
Acfer 075,84,Valid,H5,1453.0,Found,1990.0,27.51667,3.73333,"(27.516670, 3.733330)"
Dhofar 168,6953,Valid,LL3/4,1452.0,Found,2000.0,19.04056,54.58167,"(19.040560, 54.581670)"
Queen Alexandra Range 99011,21463,Valid,H4,1451.9,Found,1999.0,-84.0,168.0,"(-84.000000, 168.000000)"
Elephant Moraine 90610,9019,Valid,L6,1450.8,Found,1990.0,-76.18333,157.16667,"(-76.183330, 157.166670)"
Grosvenor Mountains 85203,11212,Valid,H5,1450.4,Found,1985.0,-85.66667,175.0,"(-85.666670, 175.000000)"
Dhofar 1515,52389,Valid,H6,1450.0,Found,2008.0,18.52533,54.61717,"(18.525330, 54.617170)"
Great Sand Sea 007,11187,Valid,H6,1450.0,Found,1996.0,26.91028,26.15167,"(26.910280, 26.151670)"
Asuka 882026,4735,Valid,L6,1446.84,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
Aguemour 009,408,Valid,L3.8,1446.0,Found,1992.0,27.42861,4.12417,"(27.428610, 4.124170)"
Maryville,15436,Valid,L6,1443.0,Fell,1983.0,35.8,-84.1,"(35.800000, -84.100000)"
Laundry Rockhole,12738,Valid,H5,1443.0,Found,1967.0,-31.53333,127.01667,"(-31.533330, 127.016670)"
Berlanguillas,5029,Valid,L6,1440.0,Fell,1811.0,41.68333,-3.8,"(41.683330, -3.800000)"
Aguila Blanca,417,Valid,L,1440.0,Fell,1920.0,-30.86667,-64.55,"(-30.866670, -64.550000)"
Acfer 047,57,Valid,L4,1440.0,Found,1989.0,27.83333,4.7,"(27.833330, 4.700000)"
York (stone),30368,Valid,L6,1440.0,Found,1928.0,40.86667,-97.6,"(40.866670, -97.600000)"
Hammadah al Hamra 242,11725,Valid,L5,1440.0,Found,1997.0,29.04117,12.88567,"(29.041170, 12.885670)"
Ramlat as Sahmah 309,51981,Valid,Brachinite,1435.43,Found,2009.0,20.7658,55.43587,"(20.765800, 55.435870)"
Allan Hills A81017,1977,Valid,L5,1434.4,Found,1981.0,-76.77361,159.2775,"(-76.773610, 159.277500)"
MacAlpine Hills 87304,15247,Valid,L6,1433.0,Found,1987.0,-84.21667,160.5,"(-84.216670, 160.500000)"
Jiddat al Harasis 500,51405,Valid,H5,1432.2,Found,2007.0,19.75227,56.30963,"(19.752270, 56.309630)"
Los Vientos 005,57174,Valid,H3,1431.0,Found,2010.0,-24.68333,-69.76667,"(-24.683330, -69.766670)"
Palca de Aparzo,18074,Valid,L5,1430.0,Fell,1988.0,-23.11667,-65.1,"(-23.116670, -65.100000)"
Morro la Mina,16752,Valid,H5,1430.0,Found,1986.0,-24.24667,-68.85333,"(-24.246670, -68.853330)"
Jiddat al Harasis 376,51643,Valid,H5,1429.4,Found,2003.0,19.3184,55.70303,"(19.318400, 55.703030)"
Yamato 8410,29457,Valid,L5,1427.07,Found,1984.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Allan Hills A76005,1312,Valid,Eucrite-pmict,1425.0,Found,1976.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Dar al Gani 400,5948,Valid,Lunar (anorth),1425.0,Found,1998.0,27.3695,16.19883,"(27.369500, 16.198830)"
Dar al Gani 647,6194,Valid,Eucrite-mmict,1425.0,Found,1997.0,27.16667,16.13333,"(27.166670, 16.133330)"
Pecora Escarpment 91017,18308,Valid,L6,1420.5,Found,1991.0,-85.68836,-68.34063,"(-85.688360, -68.340630)"
Iron River,12048,Valid,"Iron, IVA",1420.0,Found,1889.0,46.07944,-88.55972,"(46.079440, -88.559720)"
Reckling Peak 92404,22413,Valid,LL6,1419.9,Found,1992.0,-76.22084,158.40541,"(-76.220840, 158.405410)"
Mereta,15488,Valid,H4,1417.5,Found,1941.0,31.42611,-100.13333,"(31.426110, -100.133330)"
Great Sand Sea 021,11192,Valid,L5,1416.0,Found,2002.0,28.10567,25.54017,"(28.105670, 25.540170)"
Sayh al Uhaymir 259,23432,Valid,H4,1415.13,Found,2002.0,20.6227,56.94792,"(20.622700, 56.947920)"
Holetta,11895,Valid,Stone-uncl,1415.0,Fell,1923.0,9.06667,38.41667,"(9.066670, 38.416670)"
Dhofar 1744,56482,Valid,H5,1414.0,Found,,19.14972,54.58583,"(19.149720, 54.585830)"
Jiddat al Harasis 124,34534,Valid,L5,1414.0,Found,2001.0,19.8,54.8,"(19.800000, 54.800000)"
Elephant Moraine 90034,8444,Valid,L6,1413.6,Found,1990.0,-76.28193,156.40161,"(-76.281930, 156.401610)"
Jiddat al Harasis 386,51652,Valid,H~5,1412.9,Found,2003.0,19.29912,55.794,"(19.299120, 55.794000)"
Allan Hills 85016,882,Valid,L6,1412.0,Found,1985.0,-76.99984,156.95922,"(-76.999840, 156.959220)"
Dhofar 296,7079,Valid,L5,1412.0,Found,2000.0,19.32833,54.7,"(19.328330, 54.700000)"
Al Huwaysah 010,55637,Valid,Achondrite-ung,1411.8,Found,2010.0,22.74868,55.47218,"(22.748680, 55.472180)"
Allen,2277,Valid,H4,1407.0,Found,1923.0,33.1,-96.7,"(33.100000, -96.700000)"
Asuka 881356,4065,Valid,L6,1403.55,Found,1988.0,-72.0,26.0,"(-72.000000, 26.000000)"
O'Malley 001,18017,Valid,H6,1403.0,Found,1991.0,-30.75,131.16667,"(-30.750000, 131.166670)"
Pecora Escarpment 91023,18314,Valid,LL6,1402.3,Found,1991.0,-85.68155,-68.4221,"(-85.681550, -68.422100)"
Grosvenor Mountains 85201,11210,Valid,"Iron, IIIAB",1400.7,Found,1985.0,-85.66667,175.0,"(-85.666670, 175.000000)"
Shişr 041,23576,Valid,L5,1400.2,Found,2002.0,18.55282,53.9355,"(18.552820, 53.935500)"
Jiddat al Harasis,12089,Valid,H4,1400.0,Found,1957.0,19.25,56.06667,"(19.250000, 56.066670)"
Correo,5447,Valid,H4,1400.0,Found,1979.0,34.95,-107.16667,"(34.950000, -107.166670)"
Shişr 101,35717,Valid,L6,1400.0,Found,2002.0,18.62618,53.91583,"(18.626180, 53.915830)"
Lonaconing,14680,Valid,"Iron, IAB-sHL",1400.0,Found,1888.0,39.41667,-79.15,"(39.416670, -79.150000)"
Dhofar 1494,51055,Valid,H4,1400.0,Found,2008.0,18.68517,54.44203,"(18.685170, 54.442030)"
Canon City,5253,Valid,H6,1400.0,Fell,1973.0,38.47028,-105.24139,"(38.470280, -105.241390)"
Oesede,17988,Valid,H5,1400.0,Fell,1927.0,52.28333,8.05,"(52.283330, 8.050000)"
Blue Tier,5077,Valid,Iron,1400.0,Found,1890.0,-41.18333,148.03333,"(-41.183330, 148.033330)"
Jiddat al Harasis 021,12109,Valid,H5,1400.0,Found,2000.0,19.27,56.09333,"(19.270000, 56.093330)"
Acfer 223,231,Valid,L/LL6,1398.0,Found,1991.0,27.54194,3.82778,"(27.541940, 3.827780)"
Elephant Moraine 83214,7856,Valid,L6,1397.5,Found,1983.0,-76.28611,157.24472,"(-76.286110, 157.244720)"
El Atchane 008,7785,Valid,H4,1397.0,Found,1991.0,30.06222,4.55722,"(30.062220, 4.557220)"
Bouanane,52888,Valid,L6,1395.0,Found,2009.0,31.98333,-3.2,"(31.983330, -3.200000)"
Dar al Gani 851,6398,Valid,L5,1395.0,Found,1999.0,27.20217,15.893,"(27.202170, 15.893000)"
Dhofar 631,7388,Valid,H5,1395.0,Found,2001.0,19.10982,54.81738,"(19.109820, 54.817380)"
Acfer 050,60,Valid,H6,1394.0,Found,1989.0,27.65,4.5,"(27.650000, 4.500000)"
Ngawi,16966,Valid,LL3.6,1393.0,Fell,1883.0,-7.45,111.41667,"(-7.450000, 111.416670)"
Sayh al Uhaymir 241,23414,Valid,H4-6,1391.8,Found,2002.0,20.56233,57.37607,"(20.562330, 57.376070)"
Severny Kolchim,23507,Valid,H3,1390.0,Found,1965.0,60.5,57.0,"(60.500000, 57.000000)"
Acfer 106,115,Valid,LL6,1390.0,Found,1990.0,27.5,3.9,"(27.500000, 3.900000)"
Dar al Gani 635,6182,Valid,H5,1390.0,Found,1998.0,26.90483,16.679,"(26.904830, 16.679000)"
El Djouf 002,7798,Valid,H5,1389.0,Found,1989.0,23.45,-1.86667,"(23.450000, -1.866670)"
Yamato 790519,25868,Valid,LL,1388.4,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Djebel Chaab 001,7653,Valid,L/LL6,1388.0,Found,2003.0,25.22367,0.8456,"(25.223670, 0.845600)"
Yamato 791961,27310,Valid,L3.6,1387.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Morrill,16749,Valid,"Iron, IAB-an",1387.0,Found,1920.0,42.18333,-103.93333,"(42.183330, -103.933330)"
Queen Alexandra Range 97002,20409,Valid,Howardite,1384.3,Found,1997.0,-84.0,168.0,"(-84.000000, 168.000000)"
Queen Alexandra Range 97003,20410,Valid,CM2,1384.3,Found,1997.0,-84.0,168.0,"(-84.000000, 168.000000)"
Atoka,4888,Valid,L6,1384.2,Fell,1945.0,34.31667,-96.15,"(34.316670, -96.150000)"
Dar al Gani 155,5703,Valid,H5,1380.0,Found,1996.0,27.15617,16.029,"(27.156170, 16.029000)"
Dar al Gani 191,5739,Valid,CO3,1379.0,Found,1996.0,27.1615,15.95083,"(27.161500, 15.950830)"
Acfer 071,80,Valid,L6,1379.0,Found,1990.0,27.63333,4.28333,"(27.633330, 4.283330)"
Hammadah al Hamra 089,11572,Valid,H5,1379.0,Found,1995.0,28.46717,13.317,"(28.467170, 13.317000)"
Dar al Gani 734,6281,Valid,EL4,1378.0,Found,1997.0,27.13183,16.05,"(27.131830, 16.050000)"
Dhofar 583,7343,Valid,H6,1378.0,Found,2001.0,18.72495,54.1872,"(18.724950, 54.187200)"
Meteorite Hills 01050,16283,Valid,LL6,1375.1,Found,2001.0,-79.68333,159.75,"(-79.683330, 159.750000)"
Northwest Africa 6129,51538,Valid,H6,1374.12,Found,2007.0,30.45625,-5.48672,"(30.456250, -5.486720)"
Overland Park,18056,Valid,H4,1374.0,Found,1998.0,38.96667,-94.66667,"(38.966670, -94.666670)"
Lahmada 013,12426,Valid,H6,1373.0,Found,1998.0,27.2335,-9.75817,"(27.233500, -9.758170)"
Dhofar 356,7139,Valid,H6,1372.0,Found,2000.0,18.63768,54.73132,"(18.637680, 54.731320)"
Yamato 790462,25811,Valid,L6,1371.0,Found,1979.0,-71.5,35.66667,"(-71.500000, 35.666670)"
Coyote Dry Lake 115,30466,Valid,H5-6,1369.0,Found,1999.0,35.05865,-116.76872,"(35.058650, -116.768720)"
Kackley,45966,Valid,H4,1368.0,Found,2006.0,39.71633,-97.8545,"(39.716330, -97.854500)"
Reid 012,22567,Valid,L6,1367.0,Found,1989.0,-30.5,128.5,"(-30.500000, 128.500000)"
Coyote Dry Lake 064,30461,Valid,H5,1364.31,Found,1999.0,35.05817,-116.7743,"(35.058170, -116.774300)"
Jiddat al Harasis 100,12159,Valid,H4-5,1362.5,Found,2002.0,19.51418,56.85202,"(19.514180, 56.852020)"
Dar al Gani 606,6153,Valid,H5,1362.0,Found,1998.0,26.879,16.69783,"(26.879000, 16.697830)"
Tiffa 004,23994,Valid,H5,1362.0,Found,1997.0,19.955,11.87517,"(19.955000, 11.875170)"
Jiddat al Harasis 393,51659,Valid,H~5,1360.8,Found,2003.0,19.31817,55.77532,"(19.318170, 55.775320)"
Meteorite Hills 01030,16263,Valid,LL5,1360.2,Found,2001.0,-79.68333,159.75,"(-79.683330, 159.750000)"
Caswell County,5296,Valid,OC,1360.0,Fell,1810.0,36.5,-79.25,"(36.500000, -79.250000)"
Panhandle,18096,Valid,H5,1360.0,Found,1969.0,35.33333,-101.38333,"(35.333330, -101.383330)"
Wild Horse,24264,Valid,H5,1360.0,Found,1979.0,39.41667,-103.2,"(39.416670, -103.200000)"
Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360.0,Found,1935.0,40.45,-102.38333,"(40.450000, -102.383330)"
Sayh al Uhaymir 437,45929,Valid,H~4,1358.1,Found,2001.0,21.08997,57.29492,"(21.089970, 57.294920)"
Dhofar 1630,55278,Valid,H5,1357.0,Found,2004.0,18.69667,54.37167,"(18.696670, 54.371670)"
Grosvenor Mountains 85208,11217,Valid,L6,1356.9,Found,1985.0,-85.66667,175.0,"(-85.666670, 175.000000)"
Umm as Samim 012,51876,Valid,H4,1354.8,Found,2009.0,21.38015,56.29083,"(21.380150, 56.290830)"
Allan Hills A81020,1980,Valid,H5,1352.5,Found,1981.0,-76.69333,159.07667,"(-76.693330, 159.076670)"
Ramlat as Sahmah 308,51909,Valid,H4,1352.0,Found,2009.0,20.48785,55.82045,"(20.487850, 55.820450)"
Sayh al Uhaymir 326,34553,Valid,L6,1352.0,Found,2004.0,21.00833,57.31,"(21.008330, 57.310000)"
Allan Hills A77294,1604,Valid,H5,1351.0,Found,1977.0,-76.71667,159.66667,"(-76.716670, 159.666670)"
Jiddat al Harasis 220,35539,Valid,L4-5,1350.6,Found,2005.0,19.70448,56.6428,"(19.704480, 56.642800)"
Kirishi,51592,Valid,L4,1350.0,Found,2006.0,59.54833,32.11333,"(59.548330, 32.113330)"
